duration,duration_pct_pb_20,distance,distance_pct_pb_20,pace,pace_pct_pb_20,elevation_gain,session_load,num_pace_spikes,num_pace_spikes_missing,readiness_score,consistency_score,tsb,age,weight,height,sex,experience_level,injury_index,hr_avg,hr_avg_missing,hr_max,hr_max_missing,zone1,zone1pct,zone1_missing,zone2,zone2pct,zone2_missing,zone3,zone3pct,zone3_missing,zone4,zone4pct,zone4_missing,zone5,zone5pct,zone5_missing,num_hr_spikes,num_hr_spikes_missing,windSpeed10m,temperature2m,uv_index,precipitation,snowDepth,run_type
7642,1.4713736941515827,18.420866502933833,0.8800593153758568,5.3300760580315645,0.7877579835021808,65.87985421330306,148.0,4,false,46,0.6836974920112034,-5.072242666201152,40,85.97095724699226,190,MALE,ADVANCED,0.0,190.80029327832253,false,189.46165419810438,false,1563,0.0,false,4745,1.0,false,993,0.0,false,208,0.0,false,134,0.0,false,0,false,8.625260365906396,24.41776136873169,3,0.0,0.0,LONG_RUN
4569,0.5571335842307783,9.846009582295148,0.6973858581872863,5.468054353943065,1.324507961555602,79.46222539921752,136.0,2,false,59,0.848680886021087,16.590045697507087,28,55.910899263487295,172,MALE,INTERMEDIATE,0.2679159593310446,175.34002024641535,false,168.89974970396173,false,536,0.0,false,1622,0.0,false,1650,0.0,false,460,0.0,false,301,0.0,false,1,false,9.155752559670635,17.18928897610015,10,0.0,0.0,TEMPO_RUN
1007,0.6795396927601278,1.4883733669636454,0.7011574633839235,7.9121695287268965,0.7700121192486523,14.561025308216411,39.0,7,false,73,0.7769128346209762,2.0480518773303302,47,93.43943787851597,162,MALE,BEGINNER,0.3528648936921946,175.58101614681323,false,188.8113360285982,false,134,0.0,false,322,0.0,false,220,0.0,false,197,0.0,false,134,0.0,false,0,false,8.33885001135949,26.25668864391655,8,4.03419300920251,0.0,INTERVAL_RUN
1472,0.20722908959471587,2.044012488693095,0.296316458402727,8.553297991816827,0.5417523432003251,27.109353655589018,7.0,1,false,74,0.8087781545197723,13.507071444688592,45,78.51161663469907,191,MALE,CASUAL,0.3390857414633026,174.19351066353997,false,179.32738658736264,false,689,0.0,false,657,0.0,false,125,0.0,false,0,0.0,false,0,0.0,false,0,false,2.663433963750449,10.207458224536445,8,0.0,0.0,EASY_RUN
2377,0.6039476182717083,5.025271081922463,0.5458043058464299,7.332886241475973,0.8561771871535526,53.73363863521792,98.0,2,false,67,0.8333583141169469,1.1835171751182756,37,89.95030610803146,188,FEMALE,CASUAL,0.0,169.30715709792457,false,163.09083579549488,false,381,0.0,false,703,0.0,false,488,0.0,false,415,0.0,false,390,0.0,false,0,false,0.2903550077439139,-3.2978874512367136,2,0.0,7.340088290895883,INTERVAL_RUN
3842,1.3202776749407112,5.766951408153376,0.95675926219033,8.330745478397786,0.6678166794645954,0.0,62.0,1,false,54,0.39351270780134884,-10.309789730586552,44,71.49416100524834,166,OTHER,BEGINNER,0.0,183.9719107197106,false,162.79795668824934,false,707,0.0,false,2289,1.0,false,637,0.0,false,110,0.0,false,99,0.0,false,2,false,9.279928873044529,20.210370679862713,10,2.279975470033371,0.0,LONG_RUN
1475,0.8055233150934384,3.5578223112804945,0.9929112477492156,5.468371092432362,0.7316107442835322,22.26424225383673,18.0,3,false,80,0.8216611659101112,2.1389004601337973,25,74.31358592130991,185,OTHER,INTERMEDIATE,0.221204079899639,140.6299253111205,false,154.68868215832381,false,282,0.0,false,875,1.0,false,235,0.0,false,51,0.0,false,32,0.0,false,0,false,3.082318167359643,-3.600985990406797,7,0.0,3.716678090924237,LONG_RUN
3148,0.46017085920465806,8.615864915162685,0.5534957724675501,7.878433828371047,0.8907708367689775,91.61681852518927,93.0,1,false,26,0.830893054487156,12.430997800402224,35,90.8651651495737,188,MALE,INTERMEDIATE,0.0,153.25869888754164,false,158.29840851442108,false,372,0.0,false,1012,0.0,false,1242,0.0,false,323,0.0,false,198,0.0,false,0,false,2.3434601265554935,-3.620289053560311,9,0.0,13.550037369334946,TEMPO_RUN
8786,1.232908942699996,17.806463332743395,0.9283141993202586,6.898368081158261,0.7632760267324836,376.8578900642537,173.0,4,false,70,0.5158145241789676,15.785088521662665,34,76.53791577048422,175,OTHER,INTERMEDIATE,0.10879776488367075,183.31618204015118,false,186.12069983182815,false,1778,0.0,false,5495,1.0,false,1102,0.0,false,240,0.0,false,170,0.0,false,4,false,9.568126733510894,7.198971139203092,9,0.0,0.0,LONG_RUN
10190,1.3540970448418186,25.447703030450214,1.4836143581342334,5.644314191048367,0.7993288841711842,26.540459591102593,211.0,0,false,59,0.7495337045991057,18.925350409432312,53,79.85509634653995,180,OTHER,COMPETITIVE_ATHLETE,0.288337846142047,174.5368984155188,false,170.66649621340048,false,2234,0.0,false,5847,1.0,false,1503,0.0,false,404,0.0,false,203,0.0,false,2,false,8.627145503919674,-1.3945215372451836,2,0.0,19.24496725588893,LONG_RUN
3000,0.5409636066102254,3.856953741714944,0.5028199373844264,9.847917960099258,0.5788272245198054,18.315479675264218,21.0,1,false,78,0.38150672379271433,-3.7185979513472525,40,65.66277753648872,186,MALE,BEGINNER,0.2191009984619066,152.8787089669988,false,176.88232032089647,false,1042,0.0,false,1731,1.0,false,227,0.0,false,0,0.0,false,0,0.0,false,0,false,7.040070928201392,1.5717677090453614,10,0.2786862962904785,0.0,EASY_RUN
3565,1.193421734640748,5.396587810521874,0.8172535509483829,8.847643493109592,0.7062720871049611,16.610875972126262,48.0,2,false,49,0.8951881068625525,13.254040378690512,49,96.82366070967073,173,FEMALE,BEGINNER,0.0,176.92993799079812,false,172.25658049543293,false,718,0.0,false,2265,1.0,false,434,0.0,false,96,0.0,false,53,0.0,false,0,false,8.72552916523447,15.70365336219902,8,0.0,0.0,LONG_RUN
10674,1.4105699165241363,25.51838407034309,1.05918277595365,7.816781574661064,0.7001519505347753,66.7627104974786,217.0,0,false,78,0.744879176512589,4.694314437342388,34,70.01077623434976,177,MALE,ADVANCED,0.0,179.05856002537638,false,187.61696029138494,false,2125,0.0,false,6488,1.0,false,1538,0.0,false,314,0.0,false,210,0.0,false,2,false,2.710808821735675,-3.805486623131217,5,0.0,18.007662377263205,LONG_RUN
1455,1.1350285600778518,3.1944349755962436,1.1818504903832823,6.110222752664666,0.8287264418604139,19.422300764587582,18.0,3,false,73,0.9670354577759159,-12.75619620824871,48,66.13089601448536,156,FEMALE,COMPETITIVE_ATHLETE,0.0,187.88537525605165,false,203.16770283530002,false,243,0.0,false,910,1.0,false,227,0.0,false,45,0.0,false,31,0.0,false,0,false,4.950990847225302,13.561016791094907,3,0.0,0.0,LONG_RUN
931,0.37768448156017764,2.5403128677669335,0.2765696987076256,5.882502384959688,0.7363662426779737,19.624958431943664,0.0,0,false,56,0.9654435715883243,1.4714498703583203,20,90.2589159115218,183,FEMALE,ADVANCED,0.0,183.66760057597517,false,189.11670159892577,false,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,0,false,9.474889347562197,20.262839463733687,4,3.9272466375185964,0.0,EASY_RUN
5159,0.8750874044860106,19.595048554068864,0.4331000681898322,3.8235025369703677,0.8108667944266809,86.01291649967881,150.0,2,false,83,0.6286162576402623,-17.079469476324725,21,90.90341534341314,187,FEMALE,COMPETITIVE_ATHLETE,0.0,165.8239229379789,false,187.1281522671752,false,480,0.0,false,1988,0.0,false,1827,0.0,false,615,0.0,false,250,0.0,false,2,false,3.4773149951370708,8.080497097474865,4,4.2823859290994895,0.0,TEMPO_RUN
2062,1.31809606854107,5.233054451403148,1.2522030733211145,5.8821857400476985,0.7839144073569163,20.2645093925675,27.0,1,false,62,0.8248321423454257,9.776844552596408,57,90.3349264306099,169,FEMALE,ADVANCED,0.0,180.2995566313818,false,185.28572096404915,false,410,0.0,false,1197,1.0,false,337,0.0,false,77,0.0,false,40,0.0,false,0,false,8.354399314564631,18.40294719378006,0,0.0,0.0,LONG_RUN
652,0.8626517601971767,2.091100412746808,0.6603181125758892,5.378781748108104,0.7337828039010379,24.062046095624705,0.0,-1,true,64,0.803813344595699,-18.492888068584556,60,73.33658345021074,174,MALE,ADVANCED,0.0,187.50421730027193,false,192.08070205860687,false,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,true,10.987310259111084,-2.0200846896527613,3,0.0,7.073294811654369,INTERVAL_RUN
3680,0.7817552529694343,8.499549328892295,0.615191772022504,5.971410578555974,0.8185915406381026,52.982987416169,164.0,20,false,18,0.9254084452230995,17.984502745434774,22,98.78466264352085,161,MALE,INTERMEDIATE,0.33593267437020335,169.4063771494901,false,200.27248423709707,false,595,0.0,false,1015,0.0,false,731,0.0,false,655,0.0,false,683,0.0,false,6,false,3.1550680760512644,12.261959981383477,1,0.0,0.0,INTERVAL_RUN
2029,1.0897061813280269,3.042364172599525,0.8464263896407613,8.73743280366648,0.7530217978284883,20.38965917264114,27.0,2,false,70,0.9453354163682441,-5.770824743270113,21,91.1640314123814,165,FEMALE,BEGINNER,0.53727499350569,156.00821082441266,false,157.96765908585172,false,398,0.0,false,1188,1.0,false,335,0.0,false,63,0.0,false,45,0.0,false,0,false,11.690335841588583,28.466412397544566,1,0.2424845907342682,0.0,LONG_RUN
2117,0.8850143102271921,3.0071862793146202,1.0662098138414722,10.22942963245318,0.8285355437007832,0.0,28.0,0,false,86,0.7610047694824716,14.188918229755359,27,84.6639137712248,170,OTHER,BEGINNER,0.6012423505164369,170.18073024929322,false,167.24366504245435,false,465,0.0,false,1186,1.0,false,364,0.0,false,55,0.0,false,48,0.0,false,0,false,1.292972729506165,29.73177553527937,6,0.7824529680242753,0.0,LONG_RUN
1146,0.5274905128521049,3.967233327914472,0.7857593793257233,4.990134205177809,1.072021526659677,66.94615921073375,33.0,0,false,41,0.5688992422697596,-14.138997535138023,37,65.42540456640555,161,FEMALE,ADVANCED,0.0,163.69151493389737,false,169.68049894911488,false,117,0.0,false,356,0.0,false,489,0.0,false,125,0.0,false,58,0.0,false,0,false,2.4526179560348607,-0.8002374423937608,7,0.0,16.661320085439996,TEMPO_RUN
4277,0.4852425354828955,12.20695512216444,0.6182959425571787,5.34709805998648,1.1239064950240918,31.57563653158024,125.0,0,false,86,0.5643639359921905,-18.812251686070844,41,86.00622157688753,187,FEMALE,COMPETITIVE_ATHLETE,0.13348722987171976,191.94947186234486,false,200.36147687720938,false,338,0.0,false,1566,0.0,false,1757,0.0,false,375,0.0,false,241,0.0,false,2,false,4.922307933686738,0.5978344411165812,7,0.0,5.668803696672066,TEMPO_RUN
2863,0.2685871718239889,6.912172361187412,0.5523314497071634,6.163726177563997,0.48656234298404855,16.14619398758264,19.0,0,false,55,0.8305057735163308,-13.908137071604028,36,71.97404426774762,172,OTHER,COMPETITIVE_ATHLETE,0.0,171.60952887190922,false,173.75670988489185,false,1099,0.0,false,1517,1.0,false,247,0.0,false,0,0.0,false,0,0.0,false,0,false,1.5088833195508005,-3.581270828410277,7,0.0,9.920656254700342,EASY_RUN
7391,1.0619756160013782,15.842034592497601,0.9401290786467974,5.002271923803419,0.722705220391554,139.9681011439377,146.0,6,false,17,0.6981399610671656,-2.720120540315918,24,83.4013147387069,184,FEMALE,ADVANCED,0.0,203.75061807305312,false,204.9018871501361,false,1648,0.0,false,4269,1.0,false,1061,0.0,false,252,0.0,false,161,0.0,false,0,false,8.503751797291702,21.31163850811867,1,3.8723654489238597,0.0,LONG_RUN
5404,0.8862794744964337,13.195906988820619,1.202717001990373,5.608359456010695,0.6631301153290768,34.52247090133231,97.0,2,false,63,0.40386153048758666,-1.7173040215948703,29,64.63991533222551,168,OTHER,INTERMEDIATE,0.47728804574078876,193.32603676538383,false,185.72372002353288,false,1115,0.0,false,3117,1.0,false,847,0.0,false,196,0.0,false,128,0.0,false,0,false,5.445035483252829,28.924312008982824,8,0.0,0.0,LONG_RUN
2522,0.8074557394802212,4.510452273917043,1.4590391955084487,7.229794007990882,0.7032613561742451,91.82954348677598,33.0,2,false,69,0.4385121209663347,9.55443209339455,23,91.37163953276146,185,FEMALE,CASUAL,0.0,162.88259669972228,false,175.16412519719034,false,555,0.0,false,1429,1.0,false,411,0.0,false,81,0.0,false,46,0.0,false,0,false,6.4304353117442785,15.85104229954338,7,0.0,0.0,LONG_RUN
2155,0.5124541143109992,4.67328321020354,0.6119795927898584,7.649174214265339,0.9121725007863588,34.93054847427466,62.0,0,false,67,0.6765542430864795,-12.721598780874519,35,96.18858005247563,183,MALE,BEGINNER,0.260710818967865,170.8306633034625,false,178.02878633801774,false,250,0.0,false,689,0.0,false,885,0.0,false,199,0.0,false,132,0.0,false,0,false,9.190113541266545,-0.3682288717926463,0,0.0,9.009633219002783,TEMPO_RUN
4496,0.879474081210561,7.844883361664643,1.1299162887518686,7.872825514378385,0.8140416242999686,79.5698505944111,69.0,0,false,43,0.6707663308573424,6.7898508267754245,42,90.40194108195766,179,FEMALE,INTERMEDIATE,0.0,173.37320669596406,false,171.98900250794736,false,938,0.0,false,2829,1.0,false,518,0.0,false,120,0.0,false,91,0.0,false,1,false,9.797142810948657,-4.6951499028181045,0,0.0,18.7094253159344,LONG_RUN
5397,1.175400742258628,16.967153225995766,1.313829786520246,5.177565227635563,0.7965645448472878,231.22859644693582,92.0,0,false,76,0.7304828192942474,18.020394764995068,25,75.65031962133322,180,FEMALE,COMPETITIVE_ATHLETE,0.21579444305704248,195.67805983291106,false,197.87399454406042,false,909,0.0,false,3640,1.0,false,629,0.0,false,134,0.0,false,85,0.0,false,1,false,2.9017676771676575,-3.2524378376926677,10,0.0,18.515057328640484,LONG_RUN
1650,0.3205855420920582,2.029009520246636,0.25917658750971795,9.110196907146168,0.6046998528338569,20.14687757500034,8.0,1,false,27,0.3826445076950647,8.34725967184514,34,91.92409897298572,158,FEMALE,BEGINNER,0.0,196.57526276056745,false,186.25137078655138,false,776,0.0,false,737,0.0,false,137,0.0,false,0,0.0,false,0,0.0,false,0,false,11.591541234367494,0.6928562491571073,9,0.0,0.48408060833309285,EASY_RUN
1230,0.6205846563894013,2.2901127020432064,0.5529674756133718,7.57628368005916,0.6642883274791374,31.632265701706206,50.0,7,false,76,0.5406509216914088,-11.488304372307558,31,67.60858327152842,191,OTHER,CASUAL,0.5661886927920253,181.53428316499708,false,170.71293510600484,false,173,0.0,false,372,0.0,false,281,0.0,false,208,0.0,false,196,0.0,false,0,false,1.0876280092073176,5.423403243700825,3,0.0,0.0,INTERVAL_RUN
2154,0.8134487597426299,4.1889123874645415,0.8290289822400794,7.5597137860984684,0.7297262847005408,16.806003751000492,81.0,3,false,75,0.6218674314099667,7.329089141282559,58,81.98560981959176,188,FEMALE,CASUAL,0.0,182.9595903526669,false,177.90113143897602,false,401,0.0,false,648,0.0,false,421,0.0,false,397,0.0,false,288,0.0,false,0,false,10.35244330322636,3.7133593251486836,8,0.0,0.0,INTERVAL_RUN
4743,0.6856187837829618,13.29973846441647,0.6112370991740942,5.712570999181913,1.2470388551104772,136.79579376356693,136.0,1,false,86,0.6458959142033739,-9.095027529383195,49,65.37981906682336,182,FEMALE,INTERMEDIATE,0.0,182.2610285893305,false,192.4656380368689,false,543,0.0,false,1558,0.0,false,1918,0.0,false,511,0.0,false,212,0.0,false,0,false,8.106262427099285,22.550935808048482,4,0.0,0.0,TEMPO_RUN
1414,0.7111018972530907,2.290352607952462,0.5325797706986193,7.9293757757464665,0.8655668871743973,6.086835293201125,0.0,8,false,83,0.6477781995992772,8.656708039086016,60,91.98372465092851,177,FEMALE,BEGINNER,0.0,-1.0,true,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,0,false,10.120583245628211,1.843320899045982,6,0.0,0.0,INTERVAL_RUN
3831,1.251978055574529,6.426900836089293,0.811426898623705,9.289646541325054,0.887174940848924,160.96183506506756,60.0,2,false,59,0.5183588410922979,-2.998230938770181,41,95.6781431727681,168,OTHER,BEGINNER,0.0,151.03965219144655,false,175.8414075503208,false,600,0.0,false,2440,1.0,false,612,0.0,false,108,0.0,false,71,0.0,false,0,false,0.8746844189616194,15.825779487628612,9,0.0,0.0,LONG_RUN
3962,1.433215890625493,10.394747107566245,1.2456088942141812,5.021621740980954,0.7156332657324421,91.77628076731676,59.0,3,false,57,0.3441916607636836,4.952816794747047,54,68.93597982274945,188,MALE,COMPETITIVE_ATHLETE,0.0,200.18577626255436,false,201.93976397627497,false,815,0.0,false,2362,1.0,false,610,0.0,false,97,0.0,false,78,0.0,false,1,false,0.9498865213868597,27.690444372352545,2,0.0,0.0,LONG_RUN
3846,0.44001508800947964,6.419048224479356,0.2031715330045846,7.945274303442459,0.5340535681062114,53.98542827764506,31.0,1,false,55,0.5654517157846304,8.152773046933067,30,70.06076958273232,174,FEMALE,CASUAL,0.0,125.50252483513798,false,149.66745457199502,false,1447,0.0,false,2076,1.0,false,323,0.0,false,0,0.0,false,0,0.0,false,0,false,5.1125878028433105,18.20216266172777,8,0.0,0.0,EASY_RUN
1116,0.3320260475582594,2.219169715303603,0.4625618719977831,7.960471781497422,0.7536655659318254,18.60447146313944,5.0,3,false,87,0.9509690003160622,8.071433969882111,23,67.56309472524482,192,FEMALE,ADVANCED,0.0,172.57393546435247,false,180.54596606534284,false,468,0.0,false,537,0.0,false,111,0.0,false,0,0.0,false,0,0.0,false,0,false,1.8697040251768158,22.0463948114598,5,0.0,0.0,EASY_RUN
1827,0.2330289270779781,4.786478702488179,0.23632848341689852,5.3607935440574,0.4751809369245444,40.26616433822443,10.0,1,false,63,0.9518178864440829,-0.2100578122711596,34,77.96644105338726,155,FEMALE,ADVANCED,0.0,151.80561457178882,false,150.68430234167133,false,725,0.0,false,938,1.0,false,163,0.0,false,0,0.0,false,0,0.0,false,0,false,8.838320400845786,4.290460268037849,0,0.0,0.0,EASY_RUN
4394,1.2662003478353483,8.020813738495935,0.9290705241456941,8.213028149871828,0.8848421624251498,119.20579814164384,73.0,1,false,44,0.5655024212366029,19.66977755297912,46,93.16813450628774,172,OTHER,BEGINNER,0.0,-1.0,true,-1.0,true,773,0.0,false,2638,1.0,false,757,0.0,false,130,0.0,false,95,0.0,false,2,false,6.062256926230495,11.94515897650691,5,0.0,0.0,LONG_RUN
6088,0.2826179645438717,14.731287202681424,0.3399086897468198,5.064446924345521,0.7914487200264464,0.0,61.0,2,false,60,0.5648553060229704,16.379608293669996,28,55.499065670627026,163,MALE,COMPETITIVE_ATHLETE,0.0,185.43468942808389,false,204.52324024870873,false,2585,0.0,false,3116,1.0,false,387,0.0,false,0,0.0,false,0,0.0,false,0,false,3.4181530258514643,15.192211672703397,7,0.0,0.0,EASY_RUN
5464,0.4664310391626882,16.834167360855464,0.5652813549828704,3.98483744974835,0.6775901747753874,69.43589853405965,213.0,30,false,59,0.40639802898432187,0.9087376210729232,25,63.10394727468576,168,OTHER,COMPETITIVE_ATHLETE,0.0,157.37005756503362,false,191.26851364158898,false,893,0.0,false,1741,0.0,false,956,0.0,false,1221,0.0,false,653,0.0,false,8,false,1.531666816516259,13.854345744460225,10,0.0,0.0,INTERVAL_RUN
3810,0.8485719398247623,16.990555738977452,0.6263349170366896,3.4495198463104777,0.831428114884979,169.3192248408528,108.0,-1,true,14,0.6633222207493146,-3.188724791674179,25,85.65676390508511,164,FEMALE,COMPETITIVE_ATHLETE,0.17665298412147046,-1.0,true,-1.0,true,307,0.0,false,1389,0.0,false,1574,0.0,false,358,0.0,false,182,0.0,false,-1,true,6.553731422896155,-2.7070042167422126,9,0.0,0.8509063236105008,TEMPO_RUN
2138,0.6305051956432999,4.559638366103028,0.8777818766150693,7.172740139362081,0.9004263056457791,47.0576605053688,0.0,1,false,26,0.6472687561637893,-19.202153903360013,21,57.0002531002199,182,OTHER,BEGINNER,0.0,190.90745217364474,false,184.36754075389138,false,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,0,false,9.5468111012805,19.400971848799262,10,0.0,0.0,TEMPO_RUN
1682,0.45174695118472896,3.5577640601107032,0.8038199347424222,6.274202687390314,1.1008210361583424,20.898856307547604,0.0,0,false,23,0.8231577451403709,18.658375369818806,40,91.77197937828892,187,MALE,BEGINNER,0.6395232025030223,166.8406791102969,false,163.51424695238754,false,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,-1,-1.0,true,0,false,4.9438065650352865,16.360163289107202,6,0.0,0.0,TEMPO_RUN
1574,0.8720235334813669,5.484795622767845,0.6826271984042993,3.8493932724566875,1.0509471827002081,10.90222152044766,40.0,-1,true,57,0.4015934776984301,-16.7540733038999,18,78.657679511738,180,OTHER,COMPETITIVE_ATHLETE,0.0,209.74599363784665,false,214.61739710045327,false,144,0.0,false,582,0.0,false,650,0.0,false,135,0.0,false,64,0.0,false,-1,true,3.659503507943281,28.328357046023065,8,0.0,0.0,TEMPO_RUN
2279,1.151467489146757,3.243922165893706,1.0843983656183882,9.78453736584939,0.8761840126342882,38.981825044426294,31.0,0,false,66,0.4906760149393887,6.0930413593079535,51,71.76278811004833,164,MALE,BEGINNER,0.0,174.65913461704872,false,178.10712242110233,false,406,0.0,false,1381,1.0,false,368,0.0,false,74,0.0,false,50,0.0,false,0,false,10.470217047937576,28.904588411592094,5,3.308435662867434,0.0,LONG_RUN
